"81",57,"planted","Pasture/Hay","#DBD83D","1028"
"82",280,"planted","Cultivated Crops","#AA7028","1028"
"90",25,"wetlands","Woody Wetlands","#BAD8EA","1028"
"95",22,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1028"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"6465"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"1665"
"code","n","class","description","color","llid"
"21",949,"developed","Developed, Open Space","#DDC9C9","2510"
"22",398,"developed","Developed, Low Intensity","#D89382","2510"
"23",212,"developed","Developed, Medium Intensity","#ED0000","2510"
"24",87,"developed","Developed, High Intensity","#AA0000","2510"
"31",17,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2510"
"41",3116,"forest","Deciduous Forest","#68AA63","2510"
"42",69,"forest","Evergreen Forest","#1C6330","2510"
"43",39,"forest","Mixed Forest","#B5C98E","2510"
"52",39,"shrubland","Scrub/Shrub","#CCBA7C","2510"
"71",274,"herbaceous","Grassland/Herbaceous","#E2E2C1","2510"
"81",321,"planted","Pasture/Hay","#DBD83D","2510"
"82",2884,"planted","Cultivated Crops","#AA7028","2510"
"90",6446,"wetlands","Woody Wetlands","#BAD8EA","2510"
"95",30,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2510"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"2456"
"code","n","class","description","color","llid"
"21",14,"developed","Developed, Open Space","#DDC9C9","101893"
"22",13,"developed","Developed, Low Intensity","#D89382","101893"
"23",1,"developed","Developed, Medium Intensity","#ED0000","101893"
"41",247,"forest","Deciduous Forest","#68AA63","101893"
"42",11,"forest","Evergreen Forest","#1C6330","101893"
"43",22,"forest","Mixed Forest","#B5C98E","101893"
"52",16,"shrubland","Scrub/Shrub","#CCBA7C","101893"
"71",65,"herbaceous","Grassland/Herbaceous","#E2E2C1","101893"
"81",106,"planted","Pasture/Hay","#DBD83D","101893"
"82",43,"planted","Cultivated Crops","#AA7028","101893"
"90",209,"wetlands","Woody Wetlands","#BAD8EA","101893"
"code","n","class","description","color","llid"
"21",17,"developed","Developed, Open Space","#DDC9C9","2484"
"22",3,"developed","Developed, Low Intensity","#D89382","2484"
"31",6,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2484"
"41",49,"forest","Deciduous Forest","#68AA63","2484"
"81",56,"planted","Pasture/Hay","#DBD83D","2484"
"82",175,"planted","Cultivated Crops","#AA7028","2484"
"90",86,"wetlands","Woody Wetlands","#BAD8EA","2484"
"95",16,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2484"
"code","n","class","description","color","llid"
"21",451,"developed","Developed, Open Space","#DDC9C9","1038"
"22",200,"developed","Developed, Low Intensity","#D89382","1038"
"23",14,"developed","Developed, Medium Intensity","#ED0000","1038"
"31",27,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","1038"
"41",1727,"forest","Deciduous Forest","#68AA63","1038"
"42",23,"forest","Evergreen Forest","#1C6330","1038"
"43",52,"forest","Mixed Forest","#B5C98E","1038"
"52",15,"shrubland","Scrub/Shrub","#CCBA7C","1038"
"71",70,"herbaceous","Grassland/Herbaceous","#E2E2C1","1038"
"81",1398,"planted","Pasture/Hay","#DBD83D","1038"
"82",3862,"planted","Cultivated Crops","#AA7028","1038"
"90",6926,"wetlands","Woody Wetlands","#BAD8EA","1038"
"95",69,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1038"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"79164"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"481"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"53306"
"code","n","class","description","color","llid"
"21",79,"developed","Developed, Open Space","#DDC9C9","7034"
"22",13,"developed","Developed, Low Intensity","#D89382","7034"
"23",8,"developed","Developed, Medium Intensity","#ED0000","7034"
"41",1499,"forest","Deciduous Forest","#68AA63","7034"
"71",4,"herbaceous","Grassland/Herbaceous","#E2E2C1","7034"
"81",129,"planted","Pasture/Hay","#DBD83D","7034"
"82",690,"planted","Cultivated Crops","#AA7028","7034"
"code","n","class","description","color","llid"
"21",26,"developed","Developed, Open Space","#DDC9C9","34352"
"22",6,"developed","Developed, Low Intensity","#D89382","34352"
"23",4,"developed","Developed, Medium Intensity","#ED0000","34352"
"41",155,"forest","Deciduous Forest","#68AA63","34352"
"43",4,"forest","Mixed Forest","#B5C98E","34352"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","34352"
"81",10,"planted","Pasture/Hay","#DBD83D","34352"
"82",63,"planted","Cultivated Crops","#AA7028","34352"
"90",369,"wetlands","Woody Wetlands","#BAD8EA","34352"
"95",8,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","34352"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"34377"
"code","n","class","description","color","llid"
"21",2713,"developed","Developed, Open Space","#DDC9C9","40741"
"22",1844,"developed","Developed, Low Intensity","#D89382","40741"
"23",521,"developed","Developed, Medium Intensity","#ED0000","40741"
"24",166,"developed","Developed, High Intensity","#AA0000","40741"
"31",125,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","40741"
"41",8750,"forest","Deciduous Forest","#68AA63","40741"
"42",443,"forest","Evergreen Forest","#1C6330","40741"
"43",206,"forest","Mixed Forest","#B5C98E","40741"
"52",156,"shrubland","Scrub/Shrub","#CCBA7C","40741"
"71",726,"herbaceous","Grassland/Herbaceous","#E2E2C1","40741"
"81",3149,"planted","Pasture/Hay","#DBD83D","40741"
"82",14792,"planted","Cultivated Crops","#AA7028","40741"
"90",20668,"wetlands","Woody Wetlands","#BAD8EA","40741"
"95",172,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","40741"
"code","n","class","description","color","llid"
"21",36,"developed","Developed, Open Space","#DDC9C9","4070"
"22",72,"developed","Developed, Low Intensity","#D89382","4070"
"23",1,"developed","Developed, Medium Intensity","#ED0000","4070"
"41",124,"forest","Deciduous Forest","#68AA63","4070"
"42",4,"forest","Evergreen Forest","#1C6330","4070"
"71",20,"herbaceous","Grassland/Herbaceous","#E2E2C1","4070"
"81",137,"planted","Pasture/Hay","#DBD83D","4070"
"82",1369,"planted","Cultivated Crops","#AA7028","4070"
"90",341,"wetlands","Woody Wetlands","#BAD8EA","4070"
"code","n","class","description","color","llid"
"21",272,"developed","Developed, Open Space","#DDC9C9","2272"
"22",68,"developed","Developed, Low Intensity","#D89382","2272"
"23",4,"developed","Developed, Medium Intensity","#ED0000","2272"
"31",3,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2272"
"41",361,"forest","Deciduous Forest","#68AA63","2272"
"42",5,"forest","Evergreen Forest","#1C6330","2272"
"43",17,"forest","Mixed Forest","#B5C98E","2272"
"71",34,"herbaceous","Grassland/Herbaceous","#E2E2C1","2272"
"81",1159,"planted","Pasture/Hay","#DBD83D","2272"
"82",1505,"planted","Cultivated Crops","#AA7028","2272"
"90",767,"wetlands","Woody Wetlands","#BAD8EA","2272"
"95",3,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2272"
"code","n","class","description","color","llid"
"21",34,"developed","Developed, Open Space","#DDC9C9","4033"
"22",10,"developed","Developed, Low Intensity","#D89382","4033"
"41",142,"forest","Deciduous Forest","#68AA63","4033"
"42",12,"forest","Evergreen Forest","#1C6330","4033"
"43",24,"forest","Mixed Forest","#B5C98E","4033"
"71",33,"herbaceous","Grassland/Herbaceous","#E2E2C1","4033"
"81",5,"planted","Pasture/Hay","#DBD83D","4033"
"82",258,"planted","Cultivated Crops","#AA7028","4033"
"90",279,"wetlands","Woody Wetlands","#BAD8EA","4033"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"140108"
"code","n","class","description","color","llid"
"21",80,"developed","Developed, Open Space","#DDC9C9","138077"
"22",32,"developed","Developed, Low Intensity","#D89382","138077"
"23",3,"developed","Developed, Medium Intensity","#ED0000","138077"
"41",184,"forest","Deciduous Forest","#68AA63","138077"
"71",30,"herbaceous","Grassland/Herbaceous","#E2E2C1","138077"
"81",22,"planted","Pasture/Hay","#DBD83D","138077"
"82",21,"planted","Cultivated Crops","#AA7028","138077"
"90",403,"wetlands","Woody Wetlands","#BAD8EA","138077"
"95",29,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","138077"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"2678"
"code","n","class","description","color","llid"
"21",3,"developed","Developed, Open Space","#DDC9C9","87531"
"22",12,"developed","Developed, Low Intensity","#D89382","87531"
"41",7,"forest","Deciduous Forest","#68AA63","87531"
"52",4,"shrubland","Scrub/Shrub","#CCBA7C","87531"
"81",85,"planted","Pasture/Hay","#DBD83D","87531"
"82",292,"planted","Cultivated Crops","#AA7028","87531"
"90",50,"wetlands","Woody Wetlands","#BAD8EA","87531"
"code","n","class","description","color","llid"
"21",235,"developed","Developed, Open Space","#DDC9C9","1444"
"22",151,"developed","Developed, Low Intensity","#D89382","1444"
"23",15,"developed","Developed, Medium Intensity","#ED0000","1444"
"41",160,"forest","Deciduous Forest","#68AA63","1444"
"42",8,"forest","Evergreen Forest","#1C6330","1444"
"43",17,"forest","Mixed Forest","#B5C98E","1444"
"81",324,"planted","Pasture/Hay","#DBD83D","1444"
"82",3897,"planted","Cultivated Crops","#AA7028","1444"
"90",912,"wetlands","Woody Wetlands","#BAD8EA","1444"
"95",17,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1444"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"43937"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"34380"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"3761"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"138072"
"code","n","class","description","color","llid"
"21",29,"developed","Developed, Open Space","#DDC9C9","3751"
"22",11,"developed","Developed, Low Intensity","#D89382","3751"
"41",64,"forest","Deciduous Forest","#68AA63","3751"
"42",3,"forest","Evergreen Forest","#1C6330","3751"
"43",2,"forest","Mixed Forest","#B5C98E","3751"
"81",9,"planted","Pasture/Hay","#DBD83D","3751"
"82",194,"planted","Cultivated Crops","#AA7028","3751"
"90",441,"wetlands","Woody Wetlands","#BAD8EA","3751"
"95",15,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3751"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"1689"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"21864"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"73826"
"code","n","class","description","color","llid"
"21",13,"developed","Developed, Open Space","#DDC9C9","3281"
"22",8,"developed","Developed, Low Intensity","#D89382","3281"
"41",28,"forest","Deciduous Forest","#68AA63","3281"
"43",8,"forest","Mixed Forest","#B5C98E","3281"
"81",46,"planted","Pasture/Hay","#DBD83D","3281"
"82",261,"planted","Cultivated Crops","#AA7028","3281"
"90",150,"wetlands","Woody Wetlands","#BAD8EA","3281"
"code","n","class","description","color","llid"
"21",26,"developed","Developed, Open Space","#DDC9C9","99816"
"22",6,"developed","Developed, Low Intensity","#D89382","99816"
"23",4,"developed","Developed, Medium Intensity","#ED0000","99816"
"41",155,"forest","Deciduous Forest","#68AA63","99816"
"43",4,"forest","Mixed Forest","#B5C98E","99816"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","99816"
"81",10,"planted","Pasture/Hay","#DBD83D","99816"
"82",63,"planted","Cultivated Crops","#AA7028","99816"
"90",369,"wetlands","Woody Wetlands","#BAD8EA","99816"
"95",8,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","99816"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"2289"
"code","n","class","description","color","llid"
"22",3,"developed","Developed, Low Intensity","#D89382","3726"
"31",6,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","3726"
"41",45,"forest","Deciduous Forest","#68AA63","3726"
"52",5,"shrubland","Scrub/Shrub","#CCBA7C","3726"
"81",8,"planted","Pasture/Hay","#DBD83D","3726"
"82",7,"planted","Cultivated Crops","#AA7028","3726"
"90",250,"wetlands","Woody Wetlands","#BAD8EA","3726"
"95",29,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3726"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"937"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"2043"
"code","n","class","description","color","llid"
"21",26,"developed","Developed, Open Space","#DDC9C9","2339"
"22",6,"developed","Developed, Low Intensity","#D89382","2339"
"23",4,"developed","Developed, Medium Intensity","#ED0000","2339"
"41",155,"forest","Deciduous Forest","#68AA63","2339"
"43",4,"forest","Mixed Forest","#B5C98E","2339"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","2339"
"81",10,"planted","Pasture/Hay","#DBD83D","2339"
"82",63,"planted","Cultivated Crops","#AA7028","2339"
"90",369,"wetlands","Woody Wetlands","#BAD8EA","2339"
"95",8,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2339"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"48016"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"4119"
"code","n","class","description","color","llid"
"21",749,"developed","Developed, Open Space","#DDC9C9","1807"
"22",234,"developed","Developed, Low Intensity","#D89382","1807"
"23",29,"developed","Developed, Medium Intensity","#ED0000","1807"
"24",1,"developed","Developed, High Intensity","#AA0000","1807"
"31",5,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","1807"
"41",1824,"forest","Deciduous Forest","#68AA63","1807"
"42",48,"forest","Evergreen Forest","#1C6330","1807"
"43",40,"forest","Mixed Forest","#B5C98E","1807"
"52",17,"shrubland","Scrub/Shrub","#CCBA7C","1807"
"71",108,"herbaceous","Grassland/Herbaceous","#E2E2C1","1807"
"81",1402,"planted","Pasture/Hay","#DBD83D","1807"
"82",1843,"planted","Cultivated Crops","#AA7028","1807"
"90",9182,"wetlands","Woody Wetlands","#BAD8EA","1807"
"95",161,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1807"
"code","n","class","description","color","llid"
"0",14160710,NA,NA,NA,"2575"
"21",17329,"developed","Developed, Open Space","#DDC9C9","2575"
"22",8580,"developed","Developed, Low Intensity","#D89382","2575"
"23",2546,"developed","Developed, Medium Intensity","#ED0000","2575"
"24",1202,"developed","Developed, High Intensity","#AA0000","2575"
"31",700,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2575"
"41",50665,"forest","Deciduous Forest","#68AA63","2575"
"42",1080,"forest","Evergreen Forest","#1C6330","2575"
"43",1252,"forest","Mixed Forest","#B5C98E","2575"
"52",694,"shrubland","Scrub/Shrub","#CCBA7C","2575"
"71",2475,"herbaceous","Grassland/Herbaceous","#E2E2C1","2575"
"81",26631,"planted","Pasture/Hay","#DBD83D","2575"
"82",67343,"planted","Cultivated Crops","#AA7028","2575"
"90",134085,"wetlands","Woody Wetlands","#BAD8EA","2575"
"95",3514,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2575"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"3490"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"2646"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"4202"
"code","n","class","description","color","llid"
"21",173,"developed","Developed, Open Space","#DDC9C9","1275"
"22",74,"developed","Developed, Low Intensity","#D89382","1275"
"23",3,"developed","Developed, Medium Intensity","#ED0000","1275"
"41",831,"forest","Deciduous Forest","#68AA63","1275"
"42",7,"forest","Evergreen Forest","#1C6330","1275"
"43",1,"forest","Mixed Forest","#B5C98E","1275"
"52",2,"shrubland","Scrub/Shrub","#CCBA7C","1275"
"81",254,"planted","Pasture/Hay","#DBD83D","1275"
"82",890,"planted","Cultivated Crops","#AA7028","1275"
"90",1796,"wetlands","Woody Wetlands","#BAD8EA","1275"
"code","n","class","description","color","llid"
"21",4804,"developed","Developed, Open Space","#DDC9C9","2110"
"22",1651,"developed","Developed, Low Intensity","#D89382","2110"
"23",181,"developed","Developed, Medium Intensity","#ED0000","2110"
"24",30,"developed","Developed, High Intensity","#AA0000","2110"
"31",88,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2110"
"41",22051,"forest","Deciduous Forest","#68AA63","2110"
"42",301,"forest","Evergreen Forest","#1C6330","2110"
"43",355,"forest","Mixed Forest","#B5C98E","2110"
"52",299,"shrubland","Scrub/Shrub","#CCBA7C","2110"
"71",670,"herbaceous","Grassland/Herbaceous","#E2E2C1","2110"
"81",17173,"planted","Pasture/Hay","#DBD83D","2110"
"82",37053,"planted","Cultivated Crops","#AA7028","2110"
"90",39741,"wetlands","Woody Wetlands","#BAD8EA","2110"
"95",103,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2110"
"code","n","class","description","color","llid"
"21",26,"developed","Developed, Open Space","#DDC9C9","122626"
"22",6,"developed","Developed, Low Intensity","#D89382","122626"
"23",4,"developed","Developed, Medium Intensity","#ED0000","122626"
"41",155,"forest","Deciduous Forest","#68AA63","122626"
"43",4,"forest","Mixed Forest","#B5C98E","122626"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","122626"
"81",10,"planted","Pasture/Hay","#DBD83D","122626"
"82",63,"planted","Cultivated Crops","#AA7028","122626"
"90",369,"wetlands","Woody Wetlands","#BAD8EA","122626"
"95",8,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","122626"
"code","n","class","description","color","llid"
NA,NA,NA,NA,NA,"15496"
"code","n","class","description","color","llid"
"21",2252,"developed","Developed, Open Space","#DDC9C9","136008"
"22",846,"developed","Developed, Low Intensity","#D89382","136008"
"23",83,"developed","Developed, Medium Intensity","#ED0000","136008"
"24",1,"developed","Developed, High Intensity","#AA0000","136008"
"31",127,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","136008"
"41",7879,"forest","Deciduous Forest","#68AA63","136008"
"42",309,"forest","Evergreen Forest","#1C6330","136008"
"43",182,"forest","Mixed Forest","#B5C98E","136008"
"52",83,"shrubland","Scrub/Shrub","#CCBA7C","136008"
"71",283,"herbaceous","Grassland/Herbaceous","#E2E2C1","136008"
"81",9444,"planted","Pasture/Hay","#DBD83D","136008"
"82",15994,"planted","Cultivated Crops","#AA7028","136008"
"90",28919,"wetlands","Woody Wetlands","#BAD8EA","136008"
"95",246,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","136008"
"code","n","class","description","color","llid"
