"code","n","class","description","color","llid"
"71",28,"herbaceous","Grassland/Herbaceous","#E2E2C1","3152"
"81",60,"planted","Pasture/Hay","#DBD83D","3152"
"82",58,"planted","Cultivated Crops","#AA7028","3152"
"90",178,"wetlands","Woody Wetlands","#BAD8EA","3152"
"95",122,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3152"
"code","n","class","description","color","llid"
"21",64,"developed","Developed, Open Space","#DDC9C9","7446"
"22",31,"developed","Developed, Low Intensity","#D89382","7446"
"23",4,"developed","Developed, Medium Intensity","#ED0000","7446"
"41",140,"forest","Deciduous Forest","#68AA63","7446"
"81",157,"planted","Pasture/Hay","#DBD83D","7446"
"code","n","class","description","color","llid"
"21",115,"developed","Developed, Open Space","#DDC9C9","6557"
"22",40,"developed","Developed, Low Intensity","#D89382","6557"
"23",4,"developed","Developed, Medium Intensity","#ED0000","6557"
"41",671,"forest","Deciduous Forest","#68AA63","6557"
"71",32,"herbaceous","Grassland/Herbaceous","#E2E2C1","6557"
"81",44,"planted","Pasture/Hay","#DBD83D","6557"
"95",3,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6557"
"code","n","class","description","color","llid"
"21",162,"developed","Developed, Open Space","#DDC9C9","1509"
"22",220,"developed","Developed, Low Intensity","#D89382","1509"
"23",26,"developed","Developed, Medium Intensity","#ED0000","1509"
"24",4,"developed","Developed, High Intensity","#AA0000","1509"
"31",1,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","1509"
"41",129,"forest","Deciduous Forest","#68AA63","1509"
"81",10,"planted","Pasture/Hay","#DBD83D","1509"
"82",34,"planted","Cultivated Crops","#AA7028","1509"
"90",77,"wetlands","Woody Wetlands","#BAD8EA","1509"
"95",5,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","1509"
"code","n","class","description","color","llid"
"21",61,"developed","Developed, Open Space","#DDC9C9","124722"
"22",50,"developed","Developed, Low Intensity","#D89382","124722"
"23",4,"developed","Developed, Medium Intensity","#ED0000","124722"
"41",43,"forest","Deciduous Forest","#68AA63","124722"
"43",7,"forest","Mixed Forest","#B5C98E","124722"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","124722"
"82",18,"planted","Cultivated Crops","#AA7028","124722"
"90",63,"wetlands","Woody Wetlands","#BAD8EA","124722"
"95",25,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","124722"
"code","n","class","description","color","llid"
"21",359,"developed","Developed, Open Space","#DDC9C9","6971"
"22",100,"developed","Developed, Low Intensity","#D89382","6971"
"23",18,"developed","Developed, Medium Intensity","#ED0000","6971"
"24",1,"developed","Developed, High Intensity","#AA0000","6971"
"41",3563,"forest","Deciduous Forest","#68AA63","6971"
"71",4,"herbaceous","Grassland/Herbaceous","#E2E2C1","6971"
"81",450,"planted","Pasture/Hay","#DBD83D","6971"
"82",105,"planted","Cultivated Crops","#AA7028","6971"
"code","n","class","description","color","llid"
"21",54,"developed","Developed, Open Space","#DDC9C9","6899"
"22",31,"developed","Developed, Low Intensity","#D89382","6899"
"23",1,"developed","Developed, Medium Intensity","#ED0000","6899"
"41",207,"forest","Deciduous Forest","#68AA63","6899"
"71",13,"herbaceous","Grassland/Herbaceous","#E2E2C1","6899"
"81",15,"planted","Pasture/Hay","#DBD83D","6899"
"code","n","class","description","color","llid"
"21",378,"developed","Developed, Open Space","#DDC9C9","6979"
"22",105,"developed","Developed, Low Intensity","#D89382","6979"
"23",26,"developed","Developed, Medium Intensity","#ED0000","6979"
"24",7,"developed","Developed, High Intensity","#AA0000","6979"
"41",3891,"forest","Deciduous Forest","#68AA63","6979"
"81",368,"planted","Pasture/Hay","#DBD83D","6979"
"82",25,"planted","Cultivated Crops","#AA7028","6979"
"90",135,"wetlands","Woody Wetlands","#BAD8EA","6979"
"95",2,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6979"
"code","n","class","description","color","llid"
"21",32,"developed","Developed, Open Space","#DDC9C9","3911"
"22",35,"developed","Developed, Low Intensity","#D89382","3911"
"23",6,"developed","Developed, Medium Intensity","#ED0000","3911"
"41",9,"forest","Deciduous Forest","#68AA63","3911"
"52",6,"shrubland","Scrub/Shrub","#CCBA7C","3911"
"71",1,"herbaceous","Grassland/Herbaceous","#E2E2C1","3911"
"81",49,"planted","Pasture/Hay","#DBD83D","3911"
"82",5,"planted","Cultivated Crops","#AA7028","3911"
"90",190,"wetlands","Woody Wetlands","#BAD8EA","3911"
"95",19,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","3911"
"code","n","class","description","color","llid"
"21",79,"developed","Developed, Open Space","#DDC9C9","7002"
"22",26,"developed","Developed, Low Intensity","#D89382","7002"
"23",1,"developed","Developed, Medium Intensity","#ED0000","7002"
"41",189,"forest","Deciduous Forest","#68AA63","7002"
"71",7,"herbaceous","Grassland/Herbaceous","#E2E2C1","7002"
"82",68,"planted","Cultivated Crops","#AA7028","7002"
"code","n","class","description","color","llid"
"21",21,"developed","Developed, Open Space","#DDC9C9","42413"
"22",32,"developed","Developed, Low Intensity","#D89382","42413"
"23",10,"developed","Developed, Medium Intensity","#ED0000","42413"
"24",1,"developed","Developed, High Intensity","#AA0000","42413"
"41",299,"forest","Deciduous Forest","#68AA63","42413"
"42",36,"forest","Evergreen Forest","#1C6330","42413"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","42413"
"81",62,"planted","Pasture/Hay","#DBD83D","42413"
"code","n","class","description","color","llid"
"21",9,"developed","Developed, Open Space","#DDC9C9","6394"
"22",4,"developed","Developed, Low Intensity","#D89382","6394"
"23",1,"developed","Developed, Medium Intensity","#ED0000","6394"
"41",129,"forest","Deciduous Forest","#68AA63","6394"
"81",177,"planted","Pasture/Hay","#DBD83D","6394"
"82",52,"planted","Cultivated Crops","#AA7028","6394"
"code","n","class","description","color","llid"
"21",656,"developed","Developed, Open Space","#DDC9C9","6457"
"22",851,"developed","Developed, Low Intensity","#D89382","6457"
"23",35,"developed","Developed, Medium Intensity","#ED0000","6457"
"24",3,"developed","Developed, High Intensity","#AA0000","6457"
"41",121,"forest","Deciduous Forest","#68AA63","6457"
"82",19,"planted","Cultivated Crops","#AA7028","6457"
"code","n","class","description","color","llid"
"21",40,"developed","Developed, Open Space","#DDC9C9","6524"
"22",3,"developed","Developed, Low Intensity","#D89382","6524"
"41",170,"forest","Deciduous Forest","#68AA63","6524"
"81",25,"planted","Pasture/Hay","#DBD83D","6524"
"82",5,"planted","Cultivated Crops","#AA7028","6524"
"code","n","class","description","color","llid"
"21",223,"developed","Developed, Open Space","#DDC9C9","7001"
"22",69,"developed","Developed, Low Intensity","#D89382","7001"
"23",5,"developed","Developed, Medium Intensity","#ED0000","7001"
"24",1,"developed","Developed, High Intensity","#AA0000","7001"
"41",1524,"forest","Deciduous Forest","#68AA63","7001"
"42",26,"forest","Evergreen Forest","#1C6330","7001"
"71",1,"herbaceous","Grassland/Herbaceous","#E2E2C1","7001"
"81",3,"planted","Pasture/Hay","#DBD83D","7001"
"90",20,"wetlands","Woody Wetlands","#BAD8EA","7001"
"95",4,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7001"
"code","n","class","description","color","llid"
"21",205,"developed","Developed, Open Space","#DDC9C9","7130"
"22",81,"developed","Developed, Low Intensity","#D89382","7130"
"23",47,"developed","Developed, Medium Intensity","#ED0000","7130"
"24",15,"developed","Developed, High Intensity","#AA0000","7130"
"31",16,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","7130"
"41",4007,"forest","Deciduous Forest","#68AA63","7130"
"71",2,"herbaceous","Grassland/Herbaceous","#E2E2C1","7130"
"81",192,"planted","Pasture/Hay","#DBD83D","7130"
"82",56,"planted","Cultivated Crops","#AA7028","7130"
"code","n","class","description","color","llid"
"21",461,"developed","Developed, Open Space","#DDC9C9","6981"
"22",140,"developed","Developed, Low Intensity","#D89382","6981"
"23",6,"developed","Developed, Medium Intensity","#ED0000","6981"
"41",2289,"forest","Deciduous Forest","#68AA63","6981"
"71",76,"herbaceous","Grassland/Herbaceous","#E2E2C1","6981"
"81",342,"planted","Pasture/Hay","#DBD83D","6981"
"82",9,"planted","Cultivated Crops","#AA7028","6981"
"code","n","class","description","color","llid"
"21",206,"developed","Developed, Open Space","#DDC9C9","2793"
"22",86,"developed","Developed, Low Intensity","#D89382","2793"
"23",16,"developed","Developed, Medium Intensity","#ED0000","2793"
"24",7,"developed","Developed, High Intensity","#AA0000","2793"
"41",85,"forest","Deciduous Forest","#68AA63","2793"
"42",13,"forest","Evergreen Forest","#1C6330","2793"
"52",25,"shrubland","Scrub/Shrub","#CCBA7C","2793"
"71",49,"herbaceous","Grassland/Herbaceous","#E2E2C1","2793"
"81",60,"planted","Pasture/Hay","#DBD83D","2793"
"82",117,"planted","Cultivated Crops","#AA7028","2793"
"90",972,"wetlands","Woody Wetlands","#BAD8EA","2793"
"95",36,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2793"
"code","n","class","description","color","llid"
"21",622,"developed","Developed, Open Space","#DDC9C9","6471"
"22",466,"developed","Developed, Low Intensity","#D89382","6471"
"23",381,"developed","Developed, Medium Intensity","#ED0000","6471"
"24",163,"developed","Developed, High Intensity","#AA0000","6471"
"31",6,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","6471"
"41",8984,"forest","Deciduous Forest","#68AA63","6471"
"42",48,"forest","Evergreen Forest","#1C6330","6471"
"71",798,"herbaceous","Grassland/Herbaceous","#E2E2C1","6471"
"81",409,"planted","Pasture/Hay","#DBD83D","6471"
"82",850,"planted","Cultivated Crops","#AA7028","6471"
"90",2037,"wetlands","Woody Wetlands","#BAD8EA","6471"
"95",69,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","6471"
"code","n","class","description","color","llid"
"21",270,"developed","Developed, Open Space","#DDC9C9","7018"
"22",17,"developed","Developed, Low Intensity","#D89382","7018"
"41",777,"forest","Deciduous Forest","#68AA63","7018"
"43",7,"forest","Mixed Forest","#B5C98E","7018"
"71",58,"herbaceous","Grassland/Herbaceous","#E2E2C1","7018"
"81",42,"planted","Pasture/Hay","#DBD83D","7018"
"82",127,"planted","Cultivated Crops","#AA7028","7018"
"95",9,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7018"
"code","n","class","description","color","llid"
"21",25,"developed","Developed, Open Space","#DDC9C9","7454"
"41",298,"forest","Deciduous Forest","#68AA63","7454"
"81",30,"planted","Pasture/Hay","#DBD83D","7454"
"code","n","class","description","color","llid"
"21",13,"developed","Developed, Open Space","#DDC9C9","7448"
"22",5,"developed","Developed, Low Intensity","#D89382","7448"
"41",224,"forest","Deciduous Forest","#68AA63","7448"
"42",29,"forest","Evergreen Forest","#1C6330","7448"
"71",7,"herbaceous","Grassland/Herbaceous","#E2E2C1","7448"
"81",3,"planted","Pasture/Hay","#DBD83D","7448"
"82",88,"planted","Cultivated Crops","#AA7028","7448"
"95",33,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","7448"
"code","n","class","description","color","llid"
"21",37,"developed","Developed, Open Space","#DDC9C9","7029"
"22",6,"developed","Developed, Low Intensity","#D89382","7029"
"23",2,"developed","Developed, Medium Intensity","#ED0000","7029"
"41",164,"forest","Deciduous Forest","#68AA63","7029"
"81",5,"planted","Pasture/Hay","#DBD83D","7029"
"82",7,"planted","Cultivated Crops","#AA7028","7029"
"code","n","class","description","color","llid"
"21",281,"developed","Developed, Open Space","#DDC9C9","6980"
"22",88,"developed","Developed, Low Intensity","#D89382","6980"
"23",10,"developed","Developed, Medium Intensity","#ED0000","6980"
"41",391,"forest","Deciduous Forest","#68AA63","6980"
"81",32,"planted","Pasture/Hay","#DBD83D","6980"
"code","n","class","description","color","llid"
"21",430,"developed","Developed, Open Space","#DDC9C9","7045"
"22",87,"developed","Developed, Low Intensity","#D89382","7045"
"23",17,"developed","Developed, Medium Intensity","#ED0000","7045"
"24",3,"developed","Developed, High Intensity","#AA0000","7045"
"41",2146,"forest","Deciduous Forest","#68AA63","7045"
"71",66,"herbaceous","Grassland/Herbaceous","#E2E2C1","7045"
"81",388,"planted","Pasture/Hay","#DBD83D","7045"
"82",104,"planted","Cultivated Crops","#AA7028","7045"
"code","n","class","description","color","llid"
"21",332,"developed","Developed, Open Space","#DDC9C9","7000"
"22",76,"developed","Developed, Low Intensity","#D89382","7000"
"23",7,"developed","Developed, Medium Intensity","#ED0000","7000"
"41",1073,"forest","Deciduous Forest","#68AA63","7000"
"71",13,"herbaceous","Grassland/Herbaceous","#E2E2C1","7000"
"81",43,"planted","Pasture/Hay","#DBD83D","7000"
"82",11,"planted","Cultivated Crops","#AA7028","7000"
"code","n","class","description","color","llid"
"21",169,"developed","Developed, Open Space","#DDC9C9","7049"
"22",107,"developed","Developed, Low Intensity","#D89382","7049"
"23",28,"developed","Developed, Medium Intensity","#ED0000","7049"
"24",4,"developed","Developed, High Intensity","#AA0000","7049"
"41",279,"forest","Deciduous Forest","#68AA63","7049"
"81",16,"planted","Pasture/Hay","#DBD83D","7049"
"82",9,"planted","Cultivated Crops","#AA7028","7049"
"code","n","class","description","color","llid"
"21",69,"developed","Developed, Open Space","#DDC9C9","6565"
"22",76,"developed","Developed, Low Intensity","#D89382","6565"
"41",83,"forest","Deciduous Forest","#68AA63","6565"
"81",5,"planted","Pasture/Hay","#DBD83D","6565"
"82",177,"planted","Cultivated Crops","#AA7028","6565"
"code","n","class","description","color","llid"
"21",49,"developed","Developed, Open Space","#DDC9C9","7030"
"22",20,"developed","Developed, Low Intensity","#D89382","7030"
"23",2,"developed","Developed, Medium Intensity","#ED0000","7030"
"41",369,"forest","Deciduous Forest","#68AA63","7030"
"81",113,"planted","Pasture/Hay","#DBD83D","7030"
"82",16,"planted","Cultivated Crops","#AA7028","7030"
"code","n","class","description","color","llid"
"21",148,"developed","Developed, Open Space","#DDC9C9","2036"
"22",242,"developed","Developed, Low Intensity","#D89382","2036"
"23",41,"developed","Developed, Medium Intensity","#ED0000","2036"
"24",1,"developed","Developed, High Intensity","#AA0000","2036"
"31",3,"barren","Barren Land (Rock/Sand/Clay)","#B2ADA3","2036"
"41",175,"forest","Deciduous Forest","#68AA63","2036"
"43",21,"forest","Mixed Forest","#B5C98E","2036"
"71",6,"herbaceous","Grassland/Herbaceous","#E2E2C1","2036"
"81",29,"planted","Pasture/Hay","#DBD83D","2036"
"82",9,"planted","Cultivated Crops","#AA7028","2036"
"90",140,"wetlands","Woody Wetlands","#BAD8EA","2036"
"95",60,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","2036"
"code","n","class","description","color","llid"
"21",72,"developed","Developed, Open Space","#DDC9C9","5584"
"22",38,"developed","Developed, Low Intensity","#D89382","5584"
"41",32,"forest","Deciduous Forest","#68AA63","5584"
"42",8,"forest","Evergreen Forest","#1C6330","5584"
"81",135,"planted","Pasture/Hay","#DBD83D","5584"
"82",24,"planted","Cultivated Crops","#AA7028","5584"
"90",162,"wetlands","Woody Wetlands","#BAD8EA","5584"
"95",27,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5584"
"code","n","class","description","color","llid"
"21",4,"developed","Developed, Open Space","#DDC9C9","5290"
"71",170,"herbaceous","Grassland/Herbaceous","#E2E2C1","5290"
"81",12,"planted","Pasture/Hay","#DBD83D","5290"
"82",67,"planted","Cultivated Crops","#AA7028","5290"
"95",9,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","5290"
"code","n","class","description","color","llid"
"21",68,"developed","Developed, Open Space","#DDC9C9","4771"
"22",6,"developed","Developed, Low Intensity","#D89382","4771"
"23",1,"developed","Developed, Medium Intensity","#ED0000","4771"
"41",85,"forest","Deciduous Forest","#68AA63","4771"
"71",5,"herbaceous","Grassland/Herbaceous","#E2E2C1","4771"
"81",13,"planted","Pasture/Hay","#DBD83D","4771"
"code","n","class","description","color","llid"
"21",7,"developed","Developed, Open Space","#DDC9C9","4884"
"22",1,"developed","Developed, Low Intensity","#D89382","4884"
"71",344,"herbaceous","Grassland/Herbaceous","#E2E2C1","4884"
"81",29,"planted","Pasture/Hay","#DBD83D","4884"
"82",21,"planted","Cultivated Crops","#AA7028","4884"
"95",14,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4884"
"code","n","class","description","color","llid"
"21",67,"developed","Developed, Open Space","#DDC9C9","4798"
"22",6,"developed","Developed, Low Intensity","#D89382","4798"
"23",1,"developed","Developed, Medium Intensity","#ED0000","4798"
"41",53,"forest","Deciduous Forest","#68AA63","4798"
"42",1,"forest","Evergreen Forest","#1C6330","4798"
"71",51,"herbaceous","Grassland/Herbaceous","#E2E2C1","4798"
"81",9,"planted","Pasture/Hay","#DBD83D","4798"
"82",46,"planted","Cultivated Crops","#AA7028","4798"
"90",5,"wetlands","Woody Wetlands","#BAD8EA","4798"
"95",11,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4798"
"code","n","class","description","color","llid"
"41",49,"forest","Deciduous Forest","#68AA63","4967"
"71",3,"herbaceous","Grassland/Herbaceous","#E2E2C1","4967"
"81",180,"planted","Pasture/Hay","#DBD83D","4967"
"82",4,"planted","Cultivated Crops","#AA7028","4967"
"95",1,"wetlands","Emergent Herbaceous Wetlands","#70A3BA","4967"
"code","n","class","description","color","llid"
"21",34,"developed","Developed, Open Space","#DDC9C9","5246"
"22",2,"developed","Developed, Low Intensity","#D89382","5246"
"41",6,"forest","Deciduous Forest","#68AA63","5246"
